Job ID,Job Title,Industry,Location,Company,Education Level,Experience Level,Salary (INR),Remote Option,Hired,Job Type,Skills Required,Posted Date,Application Deadline,Interview Rounds,Job Description Snippet,Company Rating,Expected Joining Time (days),Internship Stipend
JOB20254411,Software Engineer,Logistics,Noida,Flipkart,Diploma,Fresher,534366,No,No,Internship,"Python, AWS, Data Analysis",2025-03-19,2025-04-13,1,Software Engineer role at Flipkart requiring skills in Python and more.,3.1,48,17144
JOB20254412,Cybersecurity Analyst,Energy,Delhi,Amazon,Master's,Fresher,391715,No,Yes,Full-time,"Python, React, Django, Java, Node.js",2025-04-15,2025-04-28,2,Cybersecurity Analyst role at Amazon requiring skills in Python and more.,3.4,15,0
JOB20254413,Backend Developer,Logistics,Chennai,Accenture,High School,3-5 years,1007308,No,No,Internship,"React, Data Analysis, Python, SQL, JavaScript",2025-03-30,2025-04-11,5,Backend Developer role at Accenture requiring skills in React and more.,3.2,23,9191
JOB20254414,Backend Developer,Education,Noida,Wipro,PhD,Fresher,580873,No,Yes,Full-time,"Django, Data Analysis, AWS, React",2025-02-25,2025-03-18,1,Backend Developer role at Wipro requiring skills in Django and more.,4.2,34,0
JOB20254415,Backend Developer,Retail,Chennai,Wipro,PhD,3-5 years,1143038,Yes,Yes,Full-time,"SQL, Node.js, Python",2025-04-09,2025-05-07,4,Backend Developer role at Wipro requiring skills in SQL and more.,4.1,51,0
JOB20254416,DevOps Engineer,Media,Bangalore,Microsoft,Diploma,10+ years,2889403,No,Yes,Part-time,"SQL, Python, Java, Django",2025-03-15,2025-04-13,4,DevOps Engineer role at Microsoft requiring skills in SQL and more.,3.5,12,0
JOB20254417,Data Scientist,Technology,Ahmedabad,Paytm,Diploma,1-2 years,520315,Yes,No,Contract,"JavaScript, React, Java, Django",2025-02-25,2025-03-25,5,Data Scientist role at Paytm requiring skills in JavaScript and more.,3.4,36,0
JOB20254418,Cybersecurity Analyst,Finance,Gurgaon,Wipro,Bachelor's,3-5 years,1072884,No,Yes,Part-time,"React, Java, Data Analysis, Python",2025-04-18,2025-05-16,2,Cybersecurity Analyst role at Wipro requiring skills in React and more.,4.7,32,0
JOB20254419,Frontend Developer,Logistics,Hyderabad,Infosys,High School,10+ years,2013668,No,Yes,Full-time,"AWS, SQL, Data Analysis",2025-03-06,2025-03-24,4,Frontend Developer role at Infosys requiring skills in AWS and more.,2.5,12,0
JOB20254420,Data Scientist,Finance,Pune,Flipkart,Diploma,1-2 years,563163,Yes,Yes,Internship,"React, AWS, JavaScript, Node.js",2025-03-12,2025-03-29,5,Data Scientist role at Flipkart requiring skills in React and more.,2.8,16,13193
JOB20254421,Software Engineer,Finance,Chennai,Paytm,Diploma,6-10 years,1810880,No,No,Internship,"Java, React, Data Analysis, Python, Node.js",2025-03-31,2025-04-20,2,Software Engineer role at Paytm requiring skills in Java and more.,4.8,35,8355
JOB20254422,Business Analyst,Retail,Bangalore,Google,Master's,Fresher,336597,Yes,No,Internship,"Data Analysis, JavaScript",2025-04-15,2025-05-15,1,Business Analyst role at Google requiring skills in Data Analysis and more.,4.3,52,8437
JOB20254423,Business Analyst,Retail,Pune,Microsoft,High School,10+ years,3026293,Yes,No,Contract,"SQL, Java, Node.js, JavaScript, Data Analysis",2025-04-16,2025-04-28,4,Business Analyst role at Microsoft requiring skills in SQL and more.,4.9,27,0
JOB20254424,Cybersecurity Analyst,Manufacturing,Hyderabad,Google,PhD,3-5 years,1038459,No,Yes,Full-time,"AWS, SQL, React",2025-03-14,2025-04-04,4,Cybersecurity Analyst role at Google requiring skills in AWS and more.,2.8,53,0
JOB20254425,Machine Learning Engineer,Energy,Noida,Amazon,Diploma,3-5 years,809132,Yes,No,Full-time,"SQL, AWS",2025-04-18,2025-05-05,4,Machine Learning Engineer role at Amazon requiring skills in SQL and more.,4.7,52,0
JOB20254426,Frontend Developer,Manufacturing,Gurgaon,Flipkart,Bachelor's,Fresher,488773,Yes,No,Part-time,"AWS, React, Django",2025-02-20,2025-03-08,3,Frontend Developer role at Flipkart requiring skills in AWS and more.,3.3,37,0
JOB20254427,Machine Learning Engineer,Technology,Mumbai,Microsoft,Master's,6-10 years,1888792,Yes,No,Internship,"Data Analysis, JavaScript, React, Django, Node.js",2025-04-07,2025-05-05,4,Machine Learning Engineer role at Microsoft requiring skills in Data Analysis and more.,4.3,55,13706
JOB20254428,Business Analyst,Energy,Mumbai,Flipkart,Diploma,3-5 years,1099420,Yes,No,Internship,"React, Python, JavaScript, Java",2025-03-05,2025-03-21,1,Business Analyst role at Flipkart requiring skills in React and more.,2.9,47,21711
JOB20254429,Cybersecurity Analyst,Finance,Chennai,Wipro,Diploma,3-5 years,867234,No,Yes,Internship,"React, Django, Data Analysis, AWS, Machine Learning",2025-04-10,2025-05-05,2,Cybersecurity Analyst role at Wipro requiring skills in React and more.,3.6,18,5767
JOB20254430,DevOps Engineer,Finance,Remote,Accenture,High School,1-2 years,639876,Yes,Yes,Internship,"Machine Learning, React",2025-02-19,2025-03-01,3,DevOps Engineer role at Accenture requiring skills in Machine Learning and more.,3.8,10,5374
JOB20254431,Frontend Developer,Technology,Remote,Paytm,Bachelor's,10+ years,3483473,Yes,No,Contract,"Django, Python, SQL",2025-03-15,2025-03-31,2,Frontend Developer role at Paytm requiring skills in Django and more.,4.1,10,0
JOB20254432,Software Engineer,Energy,Delhi,Paytm,Master's,1-2 years,772899,No,Yes,Part-time,"AWS, Python, SQL, React",2025-03-25,2025-04-19,2,Software Engineer role at Paytm requiring skills in AWS and more.,2.7,17,0
JOB20254433,Backend Developer,Logistics,Mumbai,Microsoft,Diploma,6-10 years,1443460,Yes,No,Internship,"Node.js, JavaScript, AWS",2025-03-16,2025-04-07,5,Backend Developer role at Microsoft requiring skills in Node.js and more.,2.6,32,8816
JOB20254434,Machine Learning Engineer,Education,Hyderabad,Capgemini,Diploma,10+ years,2347797,Yes,Yes,Part-time,"Data Analysis, Java, React, JavaScript, Python",2025-03-20,2025-04-16,2,Machine Learning Engineer role at Capgemini requiring skills in Data Analysis and more.,2.5,51,0
JOB20254435,UI/UX Designer,Technology,Pune,Flipkart,PhD,3-5 years,842741,No,No,Contract,"Machine Learning, SQL, AWS, Data Analysis",2025-02-21,2025-03-23,5,UI/UX Designer role at Flipkart requiring skills in Machine Learning and more.,4.3,50,0
JOB20254436,UI/UX Designer,Finance,Noida,Amazon,High School,Fresher,368021,Yes,No,Contract,"SQL, Python, JavaScript",2025-03-06,2025-03-29,1,UI/UX Designer role at Amazon requiring skills in SQL and more.,4.6,31,0
JOB20254437,Product Manager,Healthcare,Noida,Paytm,High School,3-5 years,1047716,Yes,Yes,Full-time,"Data Analysis, Machine Learning",2025-02-26,2025-03-12,1,Product Manager role at Paytm requiring skills in Data Analysis and more.,4.7,40,0
JOB20254438,Data Scientist,Telecom,Mumbai,TCS,Master's,1-2 years,724939,Yes,No,Contract,"Java, React",2025-03-16,2025-04-14,4,Data Scientist role at TCS requiring skills in Java and more.,3.7,43,0
JOB20254439,Frontend Developer,Manufacturing,Delhi,Flipkart,Master's,Fresher,386818,No,No,Full-time,"SQL, AWS, JavaScript",2025-03-14,2025-04-11,4,Frontend Developer role at Flipkart requiring skills in SQL and more.,3.6,18,0
JOB20254440,Cybersecurity Analyst,Technology,Ahmedabad,TCS,Master's,6-10 years,1495468,Yes,Yes,Part-time,"AWS, React",2025-03-08,2025-03-30,4,Cybersecurity Analyst role at TCS requiring skills in AWS and more.,3.0,28,0
JOB20254441,Software Engineer,Media,Delhi,Wipro,Bachelor's,3-5 years,1058942,Yes,Yes,Full-time,"Django, Python, AWS",2025-04-02,2025-04-28,5,Software Engineer role at Wipro requiring skills in Django and more.,2.9,13,0
JOB20254442,Machine Learning Engineer,Retail,Hyderabad,Microsoft,Diploma,6-10 years,1354243,Yes,No,Full-time,"Java, Django",2025-03-05,2025-03-30,2,Machine Learning Engineer role at Microsoft requiring skills in Java and more.,4.3,54,0
JOB20254443,Product Manager,Logistics,Delhi,Wipro,Bachelor's,10+ years,3196134,No,Yes,Full-time,"React, Java",2025-03-21,2025-04-09,5,Product Manager role at Wipro requiring skills in React and more.,4.9,44,0
JOB20254444,Machine Learning Engineer,Telecom,Delhi,Wipro,Bachelor's,6-10 years,1762450,No,No,Part-time,"Django, JavaScript, Data Analysis, Python, SQL",2025-04-09,2025-04-26,3,Machine Learning Engineer role at Wipro requiring skills in Django and more.,4.0,56,0
JOB20254445,Product Manager,Technology,Delhi,Capgemini,Bachelor's,Fresher,506651,No,No,Full-time,"Java, AWS, Django, JavaScript",2025-03-22,2025-04-06,2,Product Manager role at Capgemini requiring skills in Java and more.,4.2,20,0
JOB20254446,Frontend Developer,Telecom,Remote,Google,Diploma,10+ years,3102591,Yes,No,Contract,"Python, JavaScript, Machine Learning, SQL",2025-04-18,2025-05-06,4,Frontend Developer role at Google requiring skills in Python and more.,3.8,51,0
JOB20254447,Software Engineer,Finance,Pune,Wipro,Diploma,6-10 years,1566289,Yes,No,Full-time,"Python, AWS, React",2025-02-22,2025-03-20,3,Software Engineer role at Wipro requiring skills in Python and more.,3.5,49,0
JOB20254448,UI/UX Designer,Energy,Remote,Amazon,Master's,1-2 years,564359,Yes,No,Internship,"Node.js, JavaScript, Django, Java, Data Analysis",2025-03-12,2025-04-09,4,UI/UX Designer role at Amazon requiring skills in Node.js and more.,2.7,22,18563
JOB20254449,UI/UX Designer,Technology,Remote,TCS,High School,1-2 years,733240,Yes,No,Full-time,"Java, Machine Learning, AWS, Node.js, Django",2025-03-04,2025-03-15,1,UI/UX Designer role at TCS requiring skills in Java and more.,3.9,58,0
JOB20254450,Data Scientist,Telecom,Remote,Capgemini,High School,1-2 years,639973,Yes,Yes,Full-time,"React, Node.js, AWS, Machine Learning",2025-03-07,2025-03-22,3,Data Scientist role at Capgemini requiring skills in React and more.,2.8,35,0
JOB20254451,DevOps Engineer,Healthcare,Bangalore,Paytm,High School,3-5 years,893485,No,Yes,Contract,"JavaScript, AWS",2025-02-24,2025-03-16,4,DevOps Engineer role at Paytm requiring skills in JavaScript and more.,4.5,42,0
JOB20254452,Frontend Developer,Logistics,Mumbai,Google,Master's,6-10 years,1489899,Yes,No,Full-time,"React, Python, AWS, Data Analysis, Machine Learning",2025-04-16,2025-04-30,3,Frontend Developer role at Google requiring skills in React and more.,2.8,40,0
JOB20254453,Machine Learning Engineer,Healthcare,Noida,TCS,Diploma,Fresher,387659,No,Yes,Part-time,"Django, Java, Machine Learning, Python",2025-04-09,2025-04-24,1,Machine Learning Engineer role at TCS requiring skills in Django and more.,2.7,43,0
JOB20254454,Product Manager,Finance,Remote,Infosys,High School,1-2 years,577998,Yes,Yes,Contract,"Data Analysis, AWS",2025-02-19,2025-03-06,4,Product Manager role at Infosys requiring skills in Data Analysis and more.,3.1,16,0
JOB20254455,Cybersecurity Analyst,Retail,Hyderabad,Infosys,Bachelor's,1-2 years,606825,Yes,No,Part-time,"SQL, Django",2025-04-19,2025-04-30,4,Cybersecurity Analyst role at Infosys requiring skills in SQL and more.,4.6,15,0
JOB20254456,DevOps Engineer,Finance,Gurgaon,Google,High School,6-10 years,1245881,Yes,No,Internship,"Django, AWS, Node.js",2025-03-12,2025-03-22,2,DevOps Engineer role at Google requiring skills in Django and more.,4.0,54,10730
JOB20254457,Business Analyst,Telecom,Ahmedabad,Capgemini,High School,Fresher,440662,No,Yes,Part-time,"SQL, Node.js",2025-03-04,2025-04-02,2,Business Analyst role at Capgemini requiring skills in SQL and more.,3.6,17,0
JOB20254458,Cybersecurity Analyst,Logistics,Delhi,Microsoft,Master's,10+ years,3102743,Yes,No,Internship,"JavaScript, AWS, Django, Python",2025-04-15,2025-04-30,4,Cybersecurity Analyst role at Microsoft requiring skills in JavaScript and more.,3.9,55,6182
JOB20254459,Machine Learning Engineer,Manufacturing,Remote,Google,Master's,1-2 years,504943,Yes,No,Internship,"Java, SQL, Django",2025-03-17,2025-04-03,5,Machine Learning Engineer role at Google requiring skills in Java and more.,4.7,18,19720
JOB20254460,Cybersecurity Analyst,Technology,Remote,Microsoft,PhD,3-5 years,1036579,Yes,Yes,Internship,"Django, Java, JavaScript, Node.js",2025-02-22,2025-03-08,2,Cybersecurity Analyst role at Microsoft requiring skills in Django and more.,3.6,11,18659
JOB20254461,Product Manager,Manufacturing,Delhi,Amazon,Bachelor's,10+ years,2141784,No,Yes,Part-time,"Data Analysis, Django, React, Java",2025-03-01,2025-03-11,3,Product Manager role at Amazon requiring skills in Data Analysis and more.,3.4,16,0
JOB20254462,DevOps Engineer,Healthcare,Bangalore,Microsoft,Master's,6-10 years,1915779,No,Yes,Full-time,"Node.js, Java, JavaScript, Python, React",2025-03-06,2025-04-02,4,DevOps Engineer role at Microsoft requiring skills in Node.js and more.,4.3,21,0
JOB20254463,Cybersecurity Analyst,Manufacturing,Chennai,Infosys,Bachelor's,1-2 years,572119,Yes,Yes,Contract,"Machine Learning, Data Analysis, Node.js, Django, SQL",2025-04-13,2025-04-28,4,Cybersecurity Analyst role at Infosys requiring skills in Machine Learning and more.,4.3,7,0
JOB20254464,Backend Developer,Logistics,Bangalore,Wipro,Diploma,1-2 years,510817,Yes,Yes,Full-time,"Python, Data Analysis",2025-04-06,2025-05-04,1,Backend Developer role at Wipro requiring skills in Python and more.,4.6,14,0
JOB20254465,Software Engineer,Media,Bangalore,Infosys,High School,1-2 years,793125,Yes,Yes,Full-time,"Machine Learning, Data Analysis, AWS",2025-03-18,2025-03-31,3,Software Engineer role at Infosys requiring skills in Machine Learning and more.,2.8,25,0
JOB20254466,Data Scientist,Logistics,Noida,Capgemini,Master's,6-10 years,1584822,No,Yes,Full-time,"SQL, Django, Data Analysis, Machine Learning, AWS",2025-02-19,2025-03-12,3,Data Scientist role at Capgemini requiring skills in SQL and more.,4.8,39,0
JOB20254467,Business Analyst,Technology,Ahmedabad,Paytm,High School,Fresher,466368,No,Yes,Part-time,"React, Machine Learning",2025-03-08,2025-03-24,2,Business Analyst role at Paytm requiring skills in React and more.,4.3,21,0
JOB20254468,Business Analyst,Finance,Pune,Accenture,Diploma,3-5 years,963596,No,No,Part-time,"Django, SQL, Data Analysis",2025-02-19,2025-03-13,4,Business Analyst role at Accenture requiring skills in Django and more.,2.6,38,0
JOB20254469,Product Manager,Energy,Chennai,Accenture,PhD,1-2 years,596333,Yes,Yes,Full-time,"Django, JavaScript",2025-02-28,2025-03-13,1,Product Manager role at Accenture requiring skills in Django and more.,4.9,34,0
JOB20254470,Software Engineer,Energy,Gurgaon,Infosys,Diploma,6-10 years,1880919,Yes,No,Part-time,"SQL, Django",2025-04-13,2025-05-12,2,Software Engineer role at Infosys requiring skills in SQL and more.,4.8,9,0
JOB20254471,Machine Learning Engineer,Technology,Pune,Google,Master's,1-2 years,615647,No,No,Internship,"React, Java",2025-03-15,2025-03-28,2,Machine Learning Engineer role at Google requiring skills in React and more.,4.8,23,10796
JOB20254472,Machine Learning Engineer,Media,Mumbai,Microsoft,Bachelor's,3-5 years,1031525,Yes,Yes,Internship,"AWS, Java, React",2025-03-08,2025-03-28,4,Machine Learning Engineer role at Microsoft requiring skills in AWS and more.,2.9,52,20826
JOB20254473,Frontend Developer,Media,Chennai,TCS,High School,Fresher,522189,Yes,Yes,Contract,"JavaScript, Node.js",2025-04-10,2025-04-28,2,Frontend Developer role at TCS requiring skills in JavaScript and more.,4.1,49,0
JOB20254474,Data Scientist,Energy,Mumbai,Paytm,Master's,10+ years,2670278,Yes,Yes,Internship,"Django, Python, React, AWS",2025-03-30,2025-04-17,4,Data Scientist role at Paytm requiring skills in Django and more.,3.1,15,7843
JOB20254475,Machine Learning Engineer,Healthcare,Gurgaon,Infosys,Bachelor's,6-10 years,1979619,Yes,No,Contract,"Python, Machine Learning",2025-02-19,2025-03-10,3,Machine Learning Engineer role at Infosys requiring skills in Python and more.,4.7,33,0
JOB20254476,Software Engineer,Logistics,Gurgaon,Capgemini,High School,10+ years,3105317,No,Yes,Contract,"Django, JavaScript, Machine Learning, Java, React",2025-03-11,2025-04-10,5,Software Engineer role at Capgemini requiring skills in Django and more.,4.4,40,0
JOB20254477,Backend Developer,Healthcare,Pune,Accenture,High School,Fresher,460872,No,Yes,Internship,"React, Data Analysis, Python",2025-02-23,2025-03-12,1,Backend Developer role at Accenture requiring skills in React and more.,4.5,21,24795
JOB20254478,Backend Developer,Retail,Mumbai,Amazon,Bachelor's,1-2 years,686685,Yes,Yes,Internship,"AWS, React, Java, JavaScript",2025-04-02,2025-04-19,1,Backend Developer role at Amazon requiring skills in AWS and more.,4.0,18,18454
JOB20254479,Product Manager,Finance,Ahmedabad,Paytm,Master's,Fresher,456521,No,No,Part-time,"React, Django, SQL, AWS, Machine Learning",2025-03-08,2025-03-31,4,Product Manager role at Paytm requiring skills in React and more.,2.5,14,0
JOB20254480,Cybersecurity Analyst,Education,Remote,TCS,Bachelor's,6-10 years,1200515,Yes,Yes,Full-time,"Django, React, SQL, AWS, Node.js",2025-03-10,2025-04-06,4,Cybersecurity Analyst role at TCS requiring skills in Django and more.,2.8,55,0
JOB20254481,Backend Developer,Technology,Noida,Microsoft,PhD,Fresher,348434,Yes,Yes,Part-time,"Node.js, Java",2025-03-28,2025-04-16,4,Backend Developer role at Microsoft requiring skills in Node.js and more.,2.7,27,0
JOB20254482,Business Analyst,Media,Gurgaon,Infosys,Master's,6-10 years,1309601,Yes,Yes,Full-time,"SQL, AWS, Java, Python",2025-04-16,2025-05-02,4,Business Analyst role at Infosys requiring skills in SQL and more.,4.5,34,0
JOB20254483,Software Engineer,Telecom,Hyderabad,Wipro,High School,6-10 years,1849509,Yes,No,Internship,"Node.js, Python, Data Analysis, Django",2025-03-10,2025-03-30,3,Software Engineer role at Wipro requiring skills in Node.js and more.,4.1,52,24394
JOB20254484,Cybersecurity Analyst,Finance,Pune,Wipro,PhD,1-2 years,748542,No,Yes,Full-time,"Node.js, Java",2025-03-29,2025-04-14,4,Cybersecurity Analyst role at Wipro requiring skills in Node.js and more.,3.1,56,0
JOB20254485,UI/UX Designer,Finance,Remote,Wipro,Master's,Fresher,313681,Yes,Yes,Full-time,"Django, React",2025-03-01,2025-03-31,2,UI/UX Designer role at Wipro requiring skills in Django and more.,4.7,9,0
JOB20254486,Machine Learning Engineer,Healthcare,Hyderabad,Microsoft,Bachelor's,10+ years,2794275,Yes,Yes,Full-time,"Data Analysis, Node.js, JavaScript, React",2025-03-18,2025-04-10,4,Machine Learning Engineer role at Microsoft requiring skills in Data Analysis and more.,3.5,23,0
JOB20254487,DevOps Engineer,Education,Mumbai,Wipro,Bachelor's,10+ years,2140111,No,Yes,Contract,"SQL, Java, AWS",2025-03-16,2025-04-13,3,DevOps Engineer role at Wipro requiring skills in SQL and more.,2.8,55,0
JOB20254488,Frontend Developer,Technology,Hyderabad,Wipro,Bachelor's,Fresher,410978,Yes,Yes,Full-time,"Django, SQL, React, Data Analysis",2025-03-31,2025-04-14,5,Frontend Developer role at Wipro requiring skills in Django and more.,3.1,44,0
JOB20254489,Machine Learning Engineer,Finance,Mumbai,Wipro,Bachelor's,Fresher,475854,No,Yes,Full-time,"Django, Data Analysis, SQL",2025-03-06,2025-03-22,4,Machine Learning Engineer role at Wipro requiring skills in Django and more.,2.5,16,0
JOB20254490,Backend Developer,Telecom,Gurgaon,Amazon,Master's,1-2 years,564436,No,Yes,Part-time,"SQL, Python, React",2025-02-26,2025-03-18,3,Backend Developer role at Amazon requiring skills in SQL and more.,2.5,19,0
JOB20254491,DevOps Engineer,Retail,Remote,Accenture,High School,6-10 years,1800684,Yes,Yes,Internship,"JavaScript, Python",2025-03-25,2025-04-17,3,DevOps Engineer role at Accenture requiring skills in JavaScript and more.,4.6,32,23941
JOB20254492,UI/UX Designer,Technology,Bangalore,Capgemini,Bachelor's,1-2 years,766455,No,No,Internship,"AWS, Node.js, Java, Data Analysis, SQL",2025-04-08,2025-05-05,2,UI/UX Designer role at Capgemini requiring skills in AWS and more.,3.1,24,13852
JOB20254493,UI/UX Designer,Technology,Chennai,Paytm,Bachelor's,3-5 years,890219,No,Yes,Full-time,"Java, JavaScript, React, SQL",2025-02-28,2025-03-13,3,UI/UX Designer role at Paytm requiring skills in Java and more.,3.9,14,0
JOB20254494,Frontend Developer,Finance,Mumbai,TCS,Master's,10+ years,2535558,Yes,No,Contract,"Data Analysis, Node.js",2025-02-26,2025-03-13,2,Frontend Developer role at TCS requiring skills in Data Analysis and more.,4.4,47,0
JOB20254495,Frontend Developer,Media,Remote,Wipro,PhD,Fresher,401040,Yes,No,Contract,"AWS, Node.js, Python",2025-03-28,2025-04-18,3,Frontend Developer role at Wipro requiring skills in AWS and more.,4.0,39,0
JOB20254496,DevOps Engineer,Media,Hyderabad,TCS,Bachelor's,1-2 years,639454,No,No,Internship,"Python, AWS, Django",2025-02-19,2025-03-20,5,DevOps Engineer role at TCS requiring skills in Python and more.,4.6,51,10702
JOB20254497,Software Engineer,Energy,Gurgaon,Flipkart,High School,Fresher,376044,No,Yes,Full-time,"SQL, Node.js, React",2025-04-14,2025-05-13,1,Software Engineer role at Flipkart requiring skills in SQL and more.,4.6,33,0
JOB20254498,Product Manager,Energy,Chennai,Google,Master's,Fresher,494126,Yes,Yes,Part-time,"Node.js, React",2025-02-22,2025-03-19,1,Product Manager role at Google requiring skills in Node.js and more.,4.5,42,0
JOB20254499,Business Analyst,Manufacturing,Hyderabad,Amazon,PhD,10+ years,2041899,Yes,Yes,Part-time,"Python, Django, Machine Learning, JavaScript, SQL",2025-03-05,2025-03-19,1,Business Analyst role at Amazon requiring skills in Python and more.,3.2,28,0
JOB20254500,DevOps Engineer,Media,Delhi,Paytm,Bachelor's,10+ years,3232177,Yes,No,Internship,"Node.js, SQL, Machine Learning, Django, JavaScript",2025-04-09,2025-04-30,5,DevOps Engineer role at Paytm requiring skills in Node.js and more.,4.2,26,20568
JOB20254501,Software Engineer,Logistics,Delhi,TCS,Diploma,6-10 years,1823438,No,Yes,Internship,"Python, Django, Machine Learning",2025-02-28,2025-03-17,1,Software Engineer role at TCS requiring skills in Python and more.,4.1,46,20338
JOB20254502,DevOps Engineer,Technology,Remote,Amazon,High School,3-5 years,1125540,Yes,Yes,Contract,"Python, AWS",2025-02-19,2025-03-10,1,DevOps Engineer role at Amazon requiring skills in Python and more.,3.7,22,0
JOB20254503,UI/UX Designer,Energy,Gurgaon,Amazon,PhD,Fresher,312905,Yes,Yes,Part-time,"Machine Learning, Node.js",2025-03-06,2025-04-01,2,UI/UX Designer role at Amazon requiring skills in Machine Learning and more.,4.2,40,0
JOB20254504,Backend Developer,Energy,Mumbai,Google,Diploma,10+ years,2510544,No,No,Contract,"Data Analysis, Java, Python",2025-04-17,2025-05-15,1,Backend Developer role at Google requiring skills in Data Analysis and more.,3.8,7,0
JOB20254505,Business Analyst,Retail,Delhi,TCS,High School,10+ years,3311461,No,Yes,Internship,"Data Analysis, AWS",2025-03-06,2025-03-22,3,Business Analyst role at TCS requiring skills in Data Analysis and more.,4.7,40,17861
JOB20254506,Software Engineer,Logistics,Mumbai,Paytm,Diploma,3-5 years,952190,No,Yes,Contract,"Node.js, Machine Learning, Data Analysis, Django",2025-04-18,2025-05-07,4,Software Engineer role at Paytm requiring skills in Node.js and more.,3.7,51,0
JOB20254507,Cybersecurity Analyst,Technology,Bangalore,TCS,Master's,10+ years,3456933,No,No,Contract,"Data Analysis, Java",2025-04-04,2025-05-03,2,Cybersecurity Analyst role at TCS requiring skills in Data Analysis and more.,2.7,38,0
JOB20254508,Software Engineer,Manufacturing,Ahmedabad,Google,Diploma,6-10 years,1818344,No,Yes,Internship,"Data Analysis, AWS, JavaScript, Django, Node.js",2025-04-11,2025-05-03,5,Software Engineer role at Google requiring skills in Data Analysis and more.,3.2,12,12406
JOB20254509,UI/UX Designer,Manufacturing,Delhi,Capgemini,PhD,3-5 years,1131033,Yes,Yes,Internship,"React, JavaScript, Python, SQL",2025-04-11,2025-04-24,3,UI/UX Designer role at Capgemini requiring skills in React and more.,4.3,53,12893
JOB20254510,Data Scientist,Telecom,Remote,Microsoft,Bachelor's,10+ years,3244927,Yes,No,Full-time,"Node.js, Django, Python",2025-04-11,2025-05-09,5,Data Scientist role at Microsoft requiring skills in Node.js and more.,4.6,34,0
JOB20254511,Machine Learning Engineer,Logistics,Noida,Amazon,Master's,1-2 years,699064,Yes,Yes,Full-time,"JavaScript, Machine Learning",2025-03-29,2025-04-24,5,Machine Learning Engineer role at Amazon requiring skills in JavaScript and more.,3.2,15,0
JOB20254512,Cybersecurity Analyst,Finance,Pune,Microsoft,Bachelor's,3-5 years,1148489,Yes,Yes,Part-time,"SQL, JavaScript, Python, Django, AWS",2025-03-01,2025-03-31,4,Cybersecurity Analyst role at Microsoft requiring skills in SQL and more.,2.9,32,0
JOB20254513,Software Engineer,Logistics,Remote,TCS,Master's,3-5 years,867505,Yes,Yes,Internship,"Java, React, Node.js, Django",2025-03-07,2025-03-21,1,Software Engineer role at TCS requiring skills in Java and more.,4.5,16,20857
JOB20254514,Cybersecurity Analyst,Energy,Ahmedabad,Capgemini,PhD,10+ years,3450213,No,Yes,Full-time,"Node.js, Data Analysis, SQL",2025-02-21,2025-03-21,2,Cybersecurity Analyst role at Capgemini requiring skills in Node.js and more.,4.4,52,0
JOB20254515,Frontend Developer,Logistics,Chennai,Infosys,High School,6-10 years,1585634,No,Yes,Full-time,"SQL, React, AWS",2025-04-18,2025-05-05,3,Frontend Developer role at Infosys requiring skills in SQL and more.,4.0,19,0
JOB20254516,Backend Developer,Manufacturing,Hyderabad,Google,Bachelor's,6-10 years,1607717,Yes,No,Contract,"AWS, JavaScript, Node.js, React, Django",2025-03-01,2025-03-30,1,Backend Developer role at Google requiring skills in AWS and more.,4.8,29,0
JOB20254517,Product Manager,Technology,Ahmedabad,Accenture,PhD,6-10 years,1932522,Yes,No,Contract,"AWS, Django, Java, SQL, Node.js",2025-03-02,2025-03-25,2,Product Manager role at Accenture requiring skills in AWS and more.,4.1,20,0
JOB20254518,DevOps Engineer,Education,Mumbai,Capgemini,Bachelor's,Fresher,392774,Yes,Yes,Full-time,"JavaScript, Django, SQL, Node.js",2025-04-16,2025-05-10,3,DevOps Engineer role at Capgemini requiring skills in JavaScript and more.,3.8,11,0
JOB20254519,Backend Developer,Manufacturing,Ahmedabad,Paytm,Master's,Fresher,481992,No,No,Part-time,"AWS, Java, SQL",2025-03-03,2025-03-26,5,Backend Developer role at Paytm requiring skills in AWS and more.,2.5,30,0
JOB20254520,Software Engineer,Technology,Ahmedabad,Flipkart,Diploma,Fresher,568910,Yes,Yes,Full-time,"Data Analysis, AWS, JavaScript, Node.js, Java",2025-03-17,2025-03-31,5,Software Engineer role at Flipkart requiring skills in Data Analysis and more.,3.7,50,0
JOB20254521,Cybersecurity Analyst,Energy,Mumbai,Paytm,Master's,1-2 years,677279,Yes,Yes,Internship,"JavaScript, Node.js",2025-03-12,2025-04-10,2,Cybersecurity Analyst role at Paytm requiring skills in JavaScript and more.,3.8,13,5813
JOB20254522,Software Engineer,Healthcare,Hyderabad,Capgemini,Diploma,6-10 years,1216792,No,Yes,Full-time,"Django, React, Machine Learning",2025-04-15,2025-05-08,2,Software Engineer role at Capgemini requiring skills in Django and more.,3.8,59,0
JOB20254523,Machine Learning Engineer,Retail,Delhi,Accenture,High School,10+ years,2927413,Yes,Yes,Internship,"React, Django, Java, Python, Node.js",2025-03-02,2025-03-29,1,Machine Learning Engineer role at Accenture requiring skills in React and more.,4.0,12,18418
JOB20254524,Frontend Developer,Technology,Noida,Capgemini,High School,10+ years,2227123,Yes,Yes,Full-time,"AWS, Java, Django, Machine Learning",2025-03-15,2025-04-03,1,Frontend Developer role at Capgemini requiring skills in AWS and more.,2.8,12,0
